text,category,confidence,timestamp,verified,processed
"Vladimir Putin obvinil európske štáty zo sabotáže mierového plánu a vyhlásil, že ak bude chcieť Európa vojnu, Rusko bude bojovať",biased,0.5832875561510756,2025-12-02T20:06:58.855882,False,True
Pri akcii Fake taxi zadržali ženu podozrivú z obchodovania s ľuďmi,legitimate,0.563348555068632,2025-12-02T20:06:58.904394,False,True
Daniel Lipšic: Vojna na prokuratúre je vopred pripravená akcia (rozhovor),biased,0.4843989193262093,2025-12-02T20:06:58.951399,False,True
Potocká nepostúpila do finále na 50 m motýlik,legitimate,0.7178006435694827,2025-12-02T20:06:59.007929,False,True
Hasiči zasahovali v októbri v Bratislavskom kraji pri požiaroch,legitimate,0.6377592904336832,2025-12-02T20:06:59.062443,False,True
Počet cestujúcich spoločnosti Ryanair v novembri vzrástol o 6 %,legitimate,0.6630498620572467,2025-12-02T20:06:59.115439,False,True
Serena Williamsová požiadala o zaradenie medzi hráčov v registri ITIA,legitimate,0.7417407920546739,2025-12-02T20:06:59.169955,False,True
Pápež by na budúci rok rád navštívil Alžírsko a ďalšie africké krajiny,legitimate,0.7850652855323542,2025-12-02T20:06:59.221953,False,True
"Putin hrozil, že po útokoch na tankery odreže Ukrajine prístup k moru",legitimate,0.5955105502957192,2025-12-02T20:06:59.283473,False,True
Výstraha prvého stupňa pred hmlou platí pre celé Slovensko,legitimate,0.5724853433787125,2025-12-02T20:06:59.325474,False,True
Podľa polície mníška klamala o útoku nožom,legitimate,0.5461894160836732,2025-12-02T20:06:59.379999,False,True
"Turek chce Pavlovi vysvetliť všetky svoje kauzy, sú vraj skôr mediálne",biased,0.274898582584325,2025-12-02T20:06:59.424994,False,True
Briti chcú pri niektorých prípadoch obmedziť právo na súd s porotou,legitimate,0.390502172725812,2025-12-02T20:06:59.482510,False,True
Kanadskému trénerovi Dineenovi diagnostikovali rakovinu pankreasu,legitimate,0.5541238640450359,2025-12-02T20:06:59.526511,False,True
Módny dom Prada dokončil prevzatie Versace,legitimate,0.5691523471564245,2025-12-02T20:06:59.584049,False,True
Rezort vnútra pripravuje zákon o lobingu participatívne,legitimate,0.7432850716417472,2025-12-02T20:06:59.644051,False,True
KDH: Otváranie Benešových dekrétov ohrozuje suverenitu SR,legitimate,0.6858195051318584,2025-12-02T20:06:59.686576,False,True
"Vianočné trhy v Petržalke obohatili ľadovým klziskom a snehovým areálom, inšpirovali sa Viedňou",legitimate,0.7005361082553738,2025-12-02T20:06:59.749583,False,True
"Šesť tínedžerov prepadlo seniorku v Bardejove, troch z nich polícia zakrátko obvinila z lúpeže",legitimate,0.737284665193034,2025-12-02T20:06:59.807112,False,True
Fyzioterapeutické vyšetrenie na diaľku využilo už viac ako štyritisíc poistencov Dôvery,legitimate,0.4821619373564095,2025-12-02T20:06:59.864619,False,True
"Počas tejto zimy Švédsko Ukrajine poskytne civilnú pomoc v hodnote viac ako 1,1 miliardy švédskych korún",legitimate,0.8810867199950941,2025-12-02T20:06:59.923619,False,True
Slovensko na križovatke. Poslanci dali v prvom čítaní zelenú zrušeniu Úradu na ochranu oznamovateľov,legitimate,0.7527567736871371,2025-12-02T20:06:59.971131,False,True
"Fico privítal Okamuru. Skvelé stretnutie plné porozumenia a vzájomného rešpektu, tešil sa premiér",biased,0.7908719973657756,2025-12-02T20:07:00.034135,False,True
Lacná tabletka z lekárne vybieli bielizeň lepšie než drahé prípravky. Neveríte? Skúste a uvidíte!,misleading,0.3672629663228673,2025-12-02T20:07:00.095673,False,True
"Prečo vám pes stále kladie labku na ruku či koleno? Za týmto gestom sa skrýva omnoho viac, než len túžba po maškrtách",clickbait,0.2623028685531871,2025-12-02T20:07:00.150676,False,True
"Krátke tréningy, veľké výsledky. Ako cvičiť, keď sa ponáhľate? Stačí vám len 20 minút – VIDEO, FOTO",clickbait,0.4521154559535348,2025-12-02T20:07:00.198193,False,True
Letuška prezradila trik: prečo niektorí cestovatelia dávajú po príchode do hotelovej izby pod posteľ fľašu s vodou?,clickbait,0.4925601143262896,2025-12-02T20:07:00.260702,False,True
"Čína premenila kus púšte na zelený ostrov života. Solárne panely tu spustili zmenu ekosystému, akú nik nečakal",legitimate,0.6691661039350979,2025-12-02T20:07:00.321702,False,True
"Matovičovo hnutie nie je antikorupčné, tvrdí poslanec Hlasu Svoboda a poukazuje na konflikt záujmov",biased,0.5228427929128813,2025-12-02T20:07:00.370215,False,True
"Ako prestať zbytočne preplácať energie: Firmy riešia cenu, no peniaze im unikajú inde – ROZHOVOR",legitimate,0.2427949704065749,2025-12-02T20:07:00.432215,False,True
"KDH varuje pred otváraním Benešových dekrétov, odmieta aj návrh SaS o nadradenosti práva Únie",legitimate,0.6964388477025928,2025-12-02T20:07:00.480745,False,True
"Ráž sa len vyhovára a hazarduje s ľuďmi, Demokrati žiadajú odstúpenie ministra a okamžité opatrenia – VIDEO",biased,0.2556768759411061,2025-12-02T20:07:00.538745,False,True
"Krajský súd ma vypne, tvrdí Drlička. Exriaditeľ SND sa musí zdržať vyjadrení na adresu Šimkovičovej",legitimate,0.6766712583740794,2025-12-02T20:07:00.598268,False,True
"Spoluprácu s Českou republikou je potrebné rozširovať na všetkých úrovniach, tvrdí prezident Pellegrini",legitimate,0.6401249555143845,2025-12-02T20:07:00.705797,False,True
Výnimočný roadster BMW Z4 končí. Final Edition na rozlúčku – FOTO,legitimate,0.539984413252195,2025-12-02T20:07:00.769307,False,True
Zlaté Abu Dhabi: Slovensko zažiarilo na Majstrovstvách sveta v kickboxe WAKO,legitimate,0.6544338342126576,2025-12-02T20:07:00.810307,False,True
Končí sa éra gýču: TOTO je 10 najväčších vianočných trendov tohto roka,clickbait,0.5295079160465176,2025-12-02T20:07:00.854313,False,True
"Teraz Takto: Hľadám úrad, ktorý si ma vypočuje, hovorí o spore so Žilinkom prokurátor Balogh",legitimate,0.7648023481646,2025-12-02T20:07:00.907826,False,True
KDH: Minulosť sa otvárať nebude a zo Slovenska nedovolíme urobiť malú lokálnu župu!,biased,0.4777143516837941,2025-12-02T20:07:00.970342,False,True
"FOTO Vychytávky socializmu, po ktorých sa zľahla zem: Spomínate si na tatramatku či calexku?",legitimate,0.4793999384748379,2025-12-02T20:07:01.015343,False,True
Wizz Air spustí od marca novú linku. Do Ríma už aj z Košíc,legitimate,0.5725951409281643,2025-12-02T20:07:01.104861,False,True
"Úpravy aktuálnej parlamentnej schôdze: Všetko stihneme, obštrukcie nás nezastavia",biased,0.4062053158679059,2025-12-02T20:07:01.165373,False,True
"10 vianočných darčekov, ktoré nechce NIKTO dostať: Hlavne čísla 6 a 8 už tento rok nekupujte!",clickbait,0.200260338016095,2025-12-02T20:07:01.208372,False,True
VIDEO Výjazd z parkoviska sa zmenil takmer na drámu: Šofér nasadol do auta a zramoval rampu,clickbait,0.4365282676693478,2025-12-02T20:07:01.264880,False,True
Zabudnite na kuriérov! Jedlo vám privezie robot. Čo vy na to?,clickbait,0.380406858126963,2025-12-02T20:07:01.326880,False,True
"Proces unesenej študentky: Matka o tom, čo sa stalo v inkriminovanú noc! Súd vylúčil verejnosť",clickbait,0.4619150305770753,2025-12-02T20:07:01.388404,False,True
VIDEO Witkoff a Trumpov zať prileteli za Putinom: Prehliadka Moskvy a obed v reštaurácii!,clickbait,0.6809509603000392,2025-12-02T20:07:01.436404,False,True
"Otrasný prípad: Žena mala zneužívať mladé dievča, omámenú ju ponúkala cudzím mužom",legitimate,0.4030281300211475,2025-12-02T20:07:01.479943,False,True
Na vianočných trhoch v B. Bystrici dávajú návštevníci prednosť klasike: Pozrite na tie ceny!,legitimate,0.45978836103879,2025-12-02T20:07:01.537944,False,True
"Ľudovít Ódor nevylučuje návrat na Slovensko: Ak bude po mne dopyt, ale nie do kresla premiéra",legitimate,0.8144198321312512,2025-12-02T20:07:01.586481,False,True
"TOP momenty z veľkolepých osláv letky! Usmiaty Fico, Saková aj Pellegrini: Čo ich tak pobavilo?",clickbait,0.656252119575661,2025-12-02T20:07:01.630480,False,True
FOTO Prehliadka katastrof na módnych Oscaroch Fashion Awards: Horšie sa hviezdy dogabať nemohli,clickbait,0.5623715057472486,2025-12-02T20:07:01.672005,False,True
Minister Ráž zverejnil VIDEO z Pezinku pred zrážkou vlakov: Dopravný úrad podľa neho zavádza!,biased,0.6188271234354236,2025-12-02T20:07:01.717007,False,True
FOTO Elánista Jožo Ráž medzi stánkami: Čo ho pritiahlo na Miletičku?,legitimate,0.6122174593535014,2025-12-02T20:07:01.778522,False,True
AI môže prehĺbiť rozdiely medzi krajinami: Bude mať dôsledky ako priemyselná revolúcia?,legitimate,0.5171384391687546,2025-12-02T20:07:01.833520,False,True
"Fico zasahuje aj pri Ferenčákovi, ktorého chcel Hlas odvolať. Koalícia nestíha ani vlastné návrhy",biased,0.5404635985304425,2025-12-02T20:07:01.886055,False,True
"Rušňovodič nevidel červenú? Z 34-tisíc vlakov sa nik nesťažoval, tvrdí Ráž a ukázal video semafora",legitimate,0.7003842971708899,2025-12-02T20:07:01.954060,False,True
"Šikana a zneužívanie odpočúvania v SIS, o ktorej hovorí bývalý príslušník, má Gašpar prísť vysvetliť poslancom",legitimate,0.6694136592724013,2025-12-02T20:07:02.004579,False,True
Drlička už nemôže verejne spomínať Šimkovičovú. Rozhodol o tom súd,legitimate,0.6929493314400267,2025-12-02T20:07:02.047580,False,True
Hovorca vystúpil na tlačovke Fica za mestskú televíziu. Pod reportáž sa však nepodpísal,legitimate,0.5643077329125968,2025-12-02T20:07:02.089096,False,True
Vojnový zločin? Biely dom už netají druhý útok na čln v Karibiku,clickbait,0.6367076488803484,2025-12-02T20:07:02.145101,False,True
Gašpar ohrozuje bezpečnosť Slovenska. Z čela SIS musí odísť,biased,0.5778736361181549,2025-12-02T20:07:02.204620,False,True
"SME Minúta: Putin rokuje s Trumpovým splnomocnencom, pred stretnutím pohrozil Európe",legitimate,0.7270826735898677,2025-12-02T20:07:02.267126,False,True
Výrobu Horaliek nemá už pod palcom Slovák,legitimate,0.6125983267664944,2025-12-02T20:07:02.314126,False,True
Medzi skalami zbadal výnimočný drahokam. Taký doposiaľ v celých Karpatoch nenašli,clickbait,0.3914445622033761,2025-12-02T20:07:02.355131,False,True
Nemecko má tajný plán na obranu pred Ruskom. Čo o ňom odhalili prvé cvičenia?,legitimate,0.7068616208718342,2025-12-02T20:07:02.416645,False,True
"Bátovská Fialková: Viac ako streľba ma trápi, že sa neviem spoľahnúť na rýchle nohy",legitimate,0.5899699286761275,2025-12-02T20:07:02.473178,False,True
Neplodnosť sa v minulosti riešila len u žien. U mnohých párov je však problém na strane muža,legitimate,0.4475957478360819,2025-12-02T20:07:02.515178,False,True
SME Advent: Farbičky držia prvý raz v škole. Najchudobnejším deťom pomáhajú Omamy,legitimate,0.4193572219489233,2025-12-02T20:07:02.557186,False,True
"Na mieste, kde havaroval šéf SIS, bude dočasný pamätník. Polícia čaká na vyjadrenie psychiatra",legitimate,0.7869295563820471,2025-12-02T20:07:02.615700,False,True
Rýchlo sa šíri a odoláva štandardnej liečbe. Plesňová nákaza postihuje najmä intímne partie,legitimate,0.2406530973698167,2025-12-02T20:07:02.679216,False,True
Vianočná súťaž o 42 spoločenských hier s denníkmi SME a Korzár,legitimate,0.462297544810962,2025-12-02T20:07:02.735216,False,True
Misia v Južnom Sudáne nie je o pekných fotkách. Chirurg musí vedieť improvizovať,legitimate,0.2319973614354312,2025-12-02T20:07:02.778743,False,True
Nová kniha Reese Witherspoon čelí kritike. Rusko predstavuje ako luxusnú štvrť plnú oligarchov,legitimate,0.2784205157938308,2025-12-02T20:07:02.836743,False,True
Prepustený plukovník SIS: Gašpar do služby priniesol praktiky ŠtB. Šikanuje a odpočúva vlastných,biased,0.5560529920551334,2025-12-02T20:07:02.896290,False,True
"Šéf migračnej agentúry: Nemôžete len stavať múry, migráciu treba regulovať aj inak",legitimate,0.2588576716162819,2025-12-02T20:07:02.939291,False,True
"Polícia odmietla tvrdenia mníšky, že ju bodol neznámy cudzinec",legitimate,0.2620148845280828,2025-12-02T20:07:02.999825,False,True
Z Košíc sa ide lietať do Ríma. Novinke sa potešili aj biskupi: Veriacim dáme vedieť,legitimate,0.6827128644882119,2025-12-02T20:07:03.062334,False,True
"Hlasovanie o Ferenčákovi sa odkladá. Politológovia: Môže byť hviezda, pozícia vlka samotára mu vyhovuje",legitimate,0.5268525537604543,2025-12-02T20:07:03.124335,False,True
"Koalícia verdikt o Ferenčákovi odsunula o týždeň, rovnako aj odvolávanie ministrov. Opozícia kritizuje, Gröhling hovorí o korupcii",legitimate,0.6834959388469913,2025-12-02T20:07:03.171851,False,True
"Obed a prechádzka centrom Moskvy, potom téma mieru. Witkoff rokuje s Putinom, očakáva sa maratón rokovaní",legitimate,0.7813875738602523,2025-12-02T20:07:03.236851,False,True
Hnutie Slovensko nie je podľa poslanca Hlasu antikorupčným hnutím: Bláhovej dali zarobiť 900-tisíc eur,biased,0.3931300229981949,2025-12-02T20:07:03.339389,False,True
Protest nezabral. Poslanci zrušenie Úradu na ochranu oznamovateľov posunuli do druhého čítania,legitimate,0.5993705477881343,2025-12-02T20:07:03.387914,False,True
Okamura na Slovensku. Pellegrini hovoril o sebavedomých krajinách. Fico: Skvelé stretnutie,legitimate,0.7663759687736234,2025-12-02T20:07:03.445919,False,True
"Drlička vs. Šimkovičová. Súd dal za pravdu ministerke. Podobnosť s Voldemortom čisto náhodná, odkázal exšéf SND",legitimate,0.5215056309457884,2025-12-02T20:07:03.512441,False,True
"ONLINE: Informačná vojna? Dobyli sme Pokrovsk, hlási Gerasimov Putinovi. Zelenskyj: Z Kupjanska sme vyhnali všetkých Rusov",legitimate,0.7165181261719051,2025-12-02T20:07:03.576950,False,True
Nemecká armáda je o 20-tisíc nábojov ľahšia. Zrejme nešlo o náhodnú lúpež,legitimate,0.2261985711543959,2025-12-02T20:07:03.618950,False,True
Šaško: EÚ musí zaistiť výrobu kritických liekov na vlastnom území,legitimate,0.2643540428858155,2025-12-02T20:07:03.670478,False,True
Izraelská armáda si od Hamasu prevzala nešpecifikované nálezy,legitimate,0.6631863721638318,2025-12-02T20:07:03.716478,False,True
"VIDEO: Ráž ukázal kľúčové zábery zo zrážky vlakov pri Pezinku. Rušňovodič musel červenú vidieť, tvrdí minister",biased,0.6275143172998342,2025-12-02T20:07:03.765002,False,True
Wadephul: Putin sa opakovane vyhýba mierovým rokovaniam s Ukrajinou,biased,0.5782247405256175,2025-12-02T20:07:03.806002,False,True
"Fico: Úrad na ochranu oznamovateľov robí špinavú robotu v prospech ľudí, ktorí páchali trestnú činnosť",biased,0.3347390930699218,2025-12-02T20:07:03.849007,False,True
Progresívne Slovensko kritizuje vládny návrh vrátiť do Trestného zákona tzv. horalkový paragraf,legitimate,0.5654583633546324,2025-12-02T20:07:03.905522,False,True
"Priebežný audit inovačných výziev nezistil závažné nedostatky, tvrdí Drucker. Opozícia žiada nezávislú kontrolu",legitimate,0.5168917621465471,2025-12-02T20:07:03.954527,False,True
"Pápež zavŕšil prvú apoštolskú cestu. V Bejrúte ho vítalo 150-tisíc ľudí, vyzval na zmenu Blízkeho východu",legitimate,0.7435278367353088,2025-12-02T20:07:04.012059,False,True
Razie v College of Europe a sídle diplomacie EÚ. Medzi zadržanými je údajne aj Mogheriniová,legitimate,0.7179682175699201,2025-12-02T20:07:04.074570,False,True
"Generálnej prokuratúre sa nepáči preloženie policajta Juhása, podala protest",legitimate,0.6472711039381229,2025-12-02T20:07:04.132574,False,True
Bývalá ministerka kultúry Milanová upozorňuje na nákupy Šimkovičovej rezortu,legitimate,0.792364388783142,2025-12-02T20:07:04.194117,False,True
Financial Times: Európska centrálna banka odmieta pôžičku pre Ukrajinu financovanú z ruských aktív,legitimate,0.7742344778088694,2025-12-02T20:07:04.237116,False,True
Tínedžer vnikol do výbehu levov v zoo. Šelma ho zabila pred zrakmi návštevníkov,legitimate,0.527162848967016,2025-12-02T20:07:04.287654,False,True
Pápež by v roku 2026 rád navštívil Alžírsko a ďalšie africké krajiny,legitimate,0.740480952627786,2025-12-02T20:07:04.395208,False,True
"Putin hrozí, že po útokoch na tankery odreže Ukrajine prístup k moru. Hovorí o pirátstve",legitimate,0.6057962634961123,2025-12-02T20:07:04.442209,False,True
"Dohoda so Sýriou je možná, vraví Netanjahu. Očakáva však vytvorenie demilitarizovanej nárazníkovej zóny",legitimate,0.692061586648145,2025-12-02T20:07:04.485731,False,True
"Odborníci im chýbajú, no situácia na trhu je priaznivá. Jeden z menších sektorov sa stal lídrom v raste platov",legitimate,0.5382916271697957,2025-12-02T20:07:04.545740,False,True
"Opozícia kritizuje chaos v programe rokovania parlamentu. V tom sa divá sviňa nevyzná, vraví Gröhling",biased,0.6543437858092235,2025-12-02T20:07:04.617272,False,True
"V Moskve sa začali rokovania medzi Putinom a Witkoffom, prítomný je aj Trumpov zať Kushner",legitimate,0.6446810298717546,2025-12-02T20:07:04.669784,False,True
"Pokles produkcie v niektorých sektoroch nie je prijateľný, vraví Putin. Načrtol výzvy ruskej ekonomiky",legitimate,0.5479044700824192,2025-12-02T20:07:04.712785,False,True
Šaško v Bruseli upozornil na deficit inzulínu v strednej Európe,legitimate,0.7280635251601589,2025-12-02T20:07:04.767296,False,True
"Budúca česká opozícia skritizovala Okamurovu delegáciu, chystá vlastnú cestu na Slovensko",legitimate,0.7345897415282736,2025-12-02T20:07:04.817297,False,True
Transformáciu oznamovateľského úradu posunuli poslanci do druhého čítania,legitimate,0.7205024919605041,2025-12-02T20:07:04.868822,False,True
"Zelenskyj opätovne žiada trvalý mier na Ukrajine, nie iba prestávku v konflikte",legitimate,0.7706979341262923,2025-12-02T20:07:04.954826,False,True
Amazon reaguje na tlak od Sheinu a Temu. V Európe pristupuje k jedným z najväčších škrtov poplatkov v histórii,legitimate,0.6789580309678016,2025-12-02T20:07:05.016349,False,True
Nádeje Srbska na odklad sankcií USA pre rafinériu NIS blednú,legitimate,0.7275305482557822,2025-12-02T20:07:05.065870,False,True
"Lídri po generačnej obmene sa zhodli. Ak budete odovzdávať firemné žezlo, zamerajte sa na viaceré kľúčové veci",legitimate,0.6716028641403433,2025-12-02T20:07:05.133870,False,True
"Droba žiada zmeny v rozpočte EÚ. Regióny chcú vlastné alokácie a menej papierovania, tvrdí",legitimate,0.854679776749415,2025-12-02T20:07:05.188400,False,True
"Kyjev poprel útok na ruský tanker pri Turecku, incident označil za možnú inscenáciu",legitimate,0.688076042178759,2025-12-02T20:07:05.234401,False,True
Poliaci nestíhajú. Kľúčová diaľničná križovatka pri Bratislave bude o sedem mesiacov neskôr,legitimate,0.7953603201371613,2025-12-02T20:07:05.293981,False,True
"Serafin priniesol Ficovi dobrú správu o eurofondoch. Varuje však, že rokovania o novom rozpočte budú náročné",legitimate,0.8205190172311208,2025-12-02T20:07:05.353984,False,True
"EÚ nesmie byť pri liekoch odkázaná na dovoz, musíme podporiť vlastnú výrobu, povedal Šaško v Bruseli",legitimate,0.5271752806255506,2025-12-02T20:07:05.403499,False,True
"Witkoff dorazil do Kremľa, pred rokovaniami stihol obed a prechádzku Moskvou s Dmitrijevom",legitimate,0.8239845262187938,2025-12-02T20:07:05.456503,False,True
"Ruská ropa v Indii narazila na sankcie a dovoz sa prepadol. Kremeľ však hovorí o triku, ako Západ obísť",legitimate,0.5277779988514866,2025-12-02T20:07:05.519053,False,True
"Operátori naliali do sietí 1,7 miliardy. V 5G dobiehame Európu, cieľ môžu splniť o tri roky skôr",legitimate,0.6690874411850807,2025-12-02T20:07:05.566569,False,True
"Ukrajina v novembri zaútočila na osem ruských rafinérií, tvrdí armádny veliteľ",legitimate,0.6977795181903971,2025-12-02T20:07:05.607569,False,True
"Alarm znefunkčnili, no majiteľ dostal správu na mobil. Chytili ich na mieste činu",legitimate,0.5115020667364808,2025-12-02T20:07:05.675109,False,True
Hygienické minimum na R4 zostalo len na papieri. Šoféri obviňujú diaľničiarov z alibizmu,legitimate,0.8239265838751817,2025-12-02T20:07:05.722104,False,True
"Za diaľnicu si platíme, chceme služby, reagujú kamionisti na odpočívadlo bez toaliet a spŕch",legitimate,0.6748883386628887,2025-12-02T20:07:05.765631,False,True
"Známeho dílera súdili za vyše 400 gramov pervitínu, zbrane a muníciu. Dostal osem rokov",legitimate,0.6898654858104122,2025-12-02T20:07:05.823631,False,True
Wizz Air rozširuje pôsobenie na Slovensku. V nasledujúcom roku spústí linku Košice – Rím,legitimate,0.8378446830324666,2025-12-02T20:07:05.873156,False,True
V Slovenskom raji obnovili viac ako sedem hektárov zanedbaných lúk,legitimate,0.514314468651192,2025-12-02T20:07:05.931155,False,True
Košické sídliská Furča a Ťahanovce sú bez kúrenia a teplej vody,legitimate,0.716226878843637,2025-12-02T20:07:05.989702,False,True
Obnovený meštiansky dom v Levoči bude slúžiť ako multifunkčné centrum služieb,legitimate,0.7944666322442625,2025-12-02T20:07:06.036702,False,True
Päť mladistvých chlapcov sa vlámalo do stánku na predaj langošov,legitimate,0.6319363727079101,2025-12-02T20:07:06.086239,False,True
"Esbéeskárovi sa vyhrážal, že ho podreže aj s jeho rodinou. Dostal štyri mesiace väzenia",legitimate,0.46029574577693,2025-12-02T20:07:06.150241,False,True
"Ukradol tristo litrov nafty zo zaparkovaného auta, podozrivého muža polícia vypátrala",legitimate,0.4997727239882366,2025-12-02T20:07:06.201748,False,True
Vo Vranove začali s revitalizáciou nového sídliska na Kalinčiakovej ulici,legitimate,0.832462143299573,2025-12-02T20:07:06.259259,False,True
Prokuratúra podala jedenásť žalôb pre konanie katastra v Kráľovskom Chlmci,legitimate,0.7664530256388568,2025-12-02T20:07:06.312265,False,True
"Elektrina vypadla vyše 4000 odberateľom v Michalovciach, elektromontéri poruchu opravujú v teréne",legitimate,0.7902780240227144,2025-12-02T20:07:06.361786,False,True
"Požiar v košickej bytovke si vyžiadal jednu obeť, desiatky ľudí museli evakuovať",legitimate,0.51945011597051,2025-12-02T20:07:06.429784,False,True
Časť parkovacích miest na Berlínskej ulici je od decembra spoplatnená,legitimate,0.6137597807434115,2025-12-02T20:07:06.483334,False,True
Košické rozprávkové Vianoce odštartovali rozsvietením stromčeka,legitimate,0.6705104267669252,2025-12-02T20:07:06.547335,False,True
Záplavovú oblasť Hornádu po novom určili na bytovú výstavbu a občiansku vybavenosť,legitimate,0.8241128931506047,2025-12-02T20:07:06.617865,False,True
Pozrite si nové satelitné zábery Zeme. Družica ich zhotovila v rekordnom čase,clickbait,0.6872454662631909,2025-12-02T20:07:06.678385,False,True
"Našli tmavú hmotu? Pozorovania treba potvrdiť, objavu sa dočkáme v blízkom čase, hovorí teoretický fyzik",clickbait,0.3706787684482517,2025-12-02T20:07:06.752393,False,True
"Mesto Š'-mao bol nález desaťročia. Odhaľujú, odkiaľ mohli prísť jeho obyvatelia",legitimate,0.6845583666851077,2025-12-02T20:07:06.833902,False,True
Zmyselne sa bozkávajú aj šimpanzy. Prvý bozk sa stal pred miliónmi rokov,legitimate,0.3950482430837743,2025-12-02T20:07:06.895424,False,True
"Keď sa predátor stane korisťou. Kosatky lovia mladé žraloky pri Mexiku, idú po ich pečeni",legitimate,0.5071836402293974,2025-12-02T20:07:06.945429,False,True
"Učiteľka matematiky Oravcová: Učiť sa naspamäť vzorce? To u nás nerobíme. Študenti chcú vedieť, prečo veci platia",legitimate,0.5373076478160745,2025-12-02T20:07:06.994951,False,True
V tmavej jaskyni našli najväčšiu pavučinu na svete. Žije v nej stotisíc pavúkov,legitimate,0.5225752163323045,2025-12-02T20:07:07.056955,False,True
Jej posledný let fascinuje desaťročia. Zverejnili odtajnené záznamy o Amelii Earhartovej,legitimate,0.579353822988973,2025-12-02T20:07:07.115461,False,True
Pozrite si najkrajšie fotky počasia. Strieborný je Slovák,clickbait,0.4959974392264142,2025-12-02T20:07:07.175976,False,True
"Odbor SHMÚ, ktorý spravoval model ALADIN, končí. Verejnosť to nepocíti, tvrdí ústav",legitimate,0.6580361802162106,2025-12-02T20:07:07.239978,False,True
